Substation Name,Min Voltage (kV),Max Voltage (kV),Substation Owner,Substation Status,Type,Latitude (Degrees),Longitude (Degrees),County,Owner Source,State,Substation ID
Pleasant Valley,345.0,345.0,Consolidated Edison Company of New York,In Service,Substation,41.739425,-73.834823,Dutchess,Estimated,NY,or:electric_substation:27973
Jay,115.0,115.0,Central Maine Power Co,In Service,Substation,44.505777,-70.241972,Franklin,Estimated,ME,or:electric_substation:27974
PAR,230.0,230.0,New York State Elec & Gas Corp,In Service,Substation,42.102309,-76.793916,Chemung,Estimated,NY,or:electric_substation:27984
Mechanicville Hydroelectric Station,,,NOT AVAILABLE,In Service,Substation,42.876851,-73.677584,Saratoga,Not Available,NY,or:electric_substation:27993
Unknown175890,,,Jersey Central Power & Lt Co,Not Available,Substation,40.841514,-75.068709,Warren,Openinfra,NJ,or:electric_substation:27995
Reenergy Livermore Falls,115.0,115.0,Reenergy Livermore Falls,In Service,Substation,44.431807,-70.161602,Androscoggin,Estimated,ME,or:electric_substation:28002
South Manheim,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.153462,-76.353918,Lancaster,Not Available,PA,or:electric_substation:28013
Luther Forest Station,115.0,115.0,National Grid,In Service,Substation,42.964113,-73.747945,Saratoga,Estimated,NY,or:electric_substation:28014
Unknown145371,,,NOT AVAILABLE,In Service,Substation,42.058163,-76.791064,Chemung,Not Available,NY,or:electric_substation:28019
Station 43,34.0,35.0,NOT AVAILABLE,In Service,Substation,43.182489,-77.502051,Monroe,Not Available,NY,or:electric_substation:28029
Reenergy Livermore Falls,115.0,115.0,NOT AVAILABLE,In Service,Tap,44.4312,-70.153981,Androscoggin,Not Available,ME,or:electric_substation:28031
Global Foundries Station,115.0,115.0,National Grid,In Service,Substation,42.973306,-73.757058,Saratoga,Estimated,NY,or:electric_substation:28042
Noggles,115.0,115.0,Central Hudson Gas & Elec Corp,In Service,Substation,41.689184,-73.879866,Dutchess,Estimated,NY,or:electric_substation:28043
Tap141186,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.280856,-76.300931,Lebanon,Not Available,PA,or:electric_substation:28054
Unknown144102,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.213211,-77.515671,Monroe,Not Available,NY,or:electric_substation:28063
International Paper Jay Hydro,,,NOT AVAILABLE,In Service,Substation,44.503893,-70.220788,Franklin,Not Available,ME,or:electric_substation:28064
Cos Cob,115.0,115.0,Eversource,In Service,Substation,41.029028,-73.597833,Fairfield,Estimated,CT,or:electric_substation:28066
Riser125055,115.0,115.0,NOT AVAILABLE,In Service,Riser,42.960666,-73.780392,Saratoga,Not Available,NY,or:electric_substation:28069
Silver Spring,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.069885,-76.422271,Lancaster,Openinfra,PA,or:electric_substation:2808
Wolcott,35.0,35.0,Hardwick Electric Department,In Service,Substation,44.536558,-72.44458,Lamoille,Openinfra,VT,or:electric_substation:28085
Bulkhead,,,NOT AVAILABLE,In Service,Substation,42.052615,-76.818867,Chemung,Not Available,NY,or:electric_substation:28088
Tap141187,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.280918,-76.300801,Lebanon,Not Available,PA,or:electric_substation:28096
Unknown144103,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.120782,-77.505721,Monroe,Not Available,NY,or:electric_substation:28098
International Paper Livermore Hydro,,,NOT AVAILABLE,In Service,Substation,44.470901,-70.187073,Androscoggin,Not Available,ME,or:electric_substation:28106
Upper Mechanicville,34.0,34.0,NOT AVAILABLE,In Service,Substation,42.91275,-73.6808,Saratoga,Not Available,NY,or:electric_substation:28110
Campville,115.0,115.0,Eversource,In Service,Substation,41.737742,-73.086322,Litchfield,Estimated,CT,or:electric_substation:28111
Legare No 83,35.0,35.0,NOT AVAILABLE,In Service,Tap,44.451446,-72.325263,Washington,Not Available,VT,or:electric_substation:28119
West Elmira,,,New York State Elec & Gas Corp,In Service,Substation,42.085002,-76.839151,Chemung,Estimated,NY,or:electric_substation:28122
Tomac,115.0,115.0,Eversource,In Service,Substation,41.034001,-73.563376,Fairfield,Estimated,CT,or:electric_substation:28132
Tap141188,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.161816,-76.339169,Lancaster,Not Available,PA,or:electric_substation:28136
Coons Cross,,,New York State Elec & Gas Corp,In Service,Substation,42.922379,-73.745491,Saratoga,Estimated,NY,or:electric_substation:28137
Un.Jay     13.8vcg2,115.0,115.0,NOT AVAILABLE,In Service,Tap,44.504025,-70.220653,Franklin,Not Available,ME,or:electric_substation:28140
Wec,35.0,35.0,Washington Electric Coop,In Service,Substation,44.471426,-72.290247,Caledonia,Openinfra,VT,or:electric_substation:28153
Hillcrest,,,NOT AVAILABLE,In Service,Substation,42.105494,-76.839622,Chemung,Not Available,NY,or:electric_substation:28156
Station 42,34.0,34.0,Rochester Gas & Electric Corp,In Service,Substation,43.145014,-77.547727,Monroe,Openinfra,NY,or:electric_substation:28159
Prospect Hill Station,13.0,115.0,National Grid,In Service,Substation,42.803518,-73.679808,Saratoga,Estimated,NY,or:electric_substation:28164
Bath,115.0,115.0,Central Maine Power Co,In Service,Substation,43.903196,-69.834844,Sagadahoc,Estimated,ME,or:electric_substation:28166
Waterside,115.0,115.0,Eversource,In Service,Substation,41.037569,-73.555364,Fairfield,Estimated,CT,or:electric_substation:28170
Torrington Terminal,115.0,115.0,Eversource,In Service,Substation,41.776163,-73.12087,Litchfield,Estimated,CT,or:electric_substation:28172
Middlesex,35.0,35.0,Washington Electric Coop,In Service,Tap,44.276324,-72.720058,Washington,Openinfra,VT,or:electric_substation:28188
Unknown145376,,,NOT AVAILABLE,In Service,Substation,42.116364,-76.8299,Chemung,Not Available,NY,or:electric_substation:28191
SILICON,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.814999,-73.674897,Saratoga,Not Available,NY,or:electric_substation:28193
Station 48,,,Rochester Gas & Electric Corp,In Service,Substation,43.173502,-77.680229,Monroe,Openinfra,NY,or:electric_substation:28194
South End,115.0,115.0,Eversource,In Service,Substation,41.047882,-73.53759,Fairfield,Estimated,CT,or:electric_substation:28202
Elm Street,115.0,115.0,Central Maine Power Co,In Service,Substation,43.786767,-70.19916,Cumberland,Estimated,ME,or:electric_substation:28203
Metuchen,230.0,230.0,Public Service Elec & Gas Co,In Service,Substation,40.531393,-74.346146,Middlesex,Estimated,NJ,or:electric_substation:28206
School Street,13.0,13.0,NOT AVAILABLE,In Service,Substation,42.784918,-73.709057,Albany,Not Available,NY,or:electric_substation:28221
Wec,35.0,35.0,Washington Electric Coop,In Service,Substation,44.276386,-72.719765,Washington,Openinfra,VT,or:electric_substation:28223
Station 48,,,Rochester Gas & Electric Corp,In Service,Substation,43.173097,-77.679616,Monroe,Openinfra,NY,or:electric_substation:28229
Glenbrook,115.0,115.0,Eversource,In Service,Substation,41.062111,-73.520363,Fairfield,Estimated,CT,or:electric_substation:28237
Sewaren,230.0,230.0,Public Service Elec & Gas Co,In Service,Substation,40.556873,-74.248006,Middlesex,Openinfra,NJ,or:electric_substation:28241
Salisbury,115.0,115.0,Eversource,In Service,Substation,41.921813,-73.464512,Litchfield,Estimated,CT,or:electric_substation:28243
Gulf Island,115.0,115.0,Central Maine Power Co,In Service,Substation,44.151262,-70.208568,Androscoggin,Estimated,ME,or:electric_substation:28245
Whitesville,,,Jersey Central Power & Lt Co,In Service,Substation,40.222604,-74.027474,Monmouth,Estimated,NJ,or:electric_substation:28250
Fourteenth St,,,NOT AVAILABLE,In Service,Substation,42.131331,-76.812064,Chemung,Not Available,NY,or:electric_substation:28254
Station 48,,,NOT AVAILABLE,In Service,Substation,43.186861,-77.701251,Monroe,Not Available,NY,or:electric_substation:28264
Woodlawn,,,NYSEG,In Service,Substation,42.109746,-76.816056,Chemung,Openinfra,NY,or:electric_substation:28289
Station 417,,,Rochester Gas & Electric Corp,In Service,Substation,43.145924,-77.669174,Monroe,Openinfra,NY,or:electric_substation:28292
Cedar Heights,,,Eversource,In Service,Substation,41.106739,-73.55541,Fairfield,Estimated,CT,or:electric_substation:28302
North Canaan,115.0,115.0,Eversource,In Service,Substation,42.021047,-73.317619,Litchfield,Estimated,CT,or:electric_substation:28312
Tap162061,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.85349,-76.241511,Schuylkill,Not Available,PA,or:electric_substation:28315
Unknown145382,,,NOT AVAILABLE,In Service,Substation,42.121102,-76.81715,Chemung,Not Available,NY,or:electric_substation:28322
Moshers,115.0,115.0,Central Maine Power Co,In Service,Substation,43.684264,-70.399707,Cumberland,Estimated,ME,or:electric_substation:28326
Tap140035,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.656731,-73.596645,Nassau,Not Available,NY,or:electric_substation:28334
Tap170907,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.037135,-76.470063,Lancaster,Not Available,PA,or:electric_substation:2835
Madison Ave,,,NOT AVAILABLE,In Service,Substation,42.098143,-76.799635,Chemung,Not Available,NY,or:electric_substation:28353
Tap140036,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.677016,-73.666285,Nassau,Not Available,NY,or:electric_substation:28363
Unknown144114,,,NOT AVAILABLE,In Service,Substation,43.267188,-77.647697,Monroe,Not Available,NY,or:electric_substation:28365
Westbrook,115.0,115.0,Central Maine Power Co,In Service,Substation,43.656815,-70.376119,Cumberland,Estimated,ME,or:electric_substation:28366
Riverside,,,NOT AVAILABLE,In Service,Substation,42.08894,-76.789146,Chemung,Not Available,NY,or:electric_substation:28389
Tap140037,69.0,69.0,Long Island Power Authority,In Service,Tap,40.677195,-73.665978,Nassau,Estimated,NY,or:electric_substation:28392
Station 67,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.115955,-77.684541,Monroe,Not Available,NY,or:electric_substation:28397
Spring Street,115.0,115.0,Central Maine Power Co,In Service,Substation,43.651627,-70.36027,Cumberland,Estimated,ME,or:electric_substation:28400
Unknown145386,,,NOT AVAILABLE,In Service,Substation,42.091868,-76.789756,Chemung,Not Available,NY,or:electric_substation:28420
Tap140039,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.658061,-73.639041,Nassau,Not Available,NY,or:electric_substation:28423
Golah Station,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.961974,-77.717681,Monroe,Not Available,NY,or:electric_substation:28432
Prides Corner,115.0,115.0,Central Maine Power Co,In Service,Substation,43.710223,-70.338787,Cumberland,Estimated,ME,or:electric_substation:28440
First St,,,NOT AVAILABLE,In Service,Substation,42.091755,-76.806679,Chemung,Not Available,NY,or:electric_substation:28447
Franklin Drive,115.0,115.0,Eversource,In Service,Substation,41.799308,-73.116331,Litchfield,Estimated,CT,or:electric_substation:28450
Byram,,,Eversource,In Service,Substation,41.014425,-73.653548,Fairfield,Estimated,CT,or:electric_substation:28453
Asylum Twp,230.0,230.0,NOT AVAILABLE,In Service,Substation,41.7657,-76.38832,Bradford,Not Available,PA,or:electric_substation:28470
Sewall,115.0,115.0,Central Maine Power Co,In Service,Substation,43.65441,-70.292539,Cumberland,Estimated,ME,or:electric_substation:28471
Prospect,,,Eversource,In Service,Substation,41.020984,-73.632988,Fairfield,Estimated,CT,or:electric_substation:28475
Hampton Rd,,,NOT AVAILABLE,In Service,Substation,42.071108,-76.795086,Chemung,Not Available,NY,or:electric_substation:28479
Asylum Twp,,,NOT AVAILABLE,In Service,Substation,41.77178,-76.37045,Bradford,Not Available,PA,or:electric_substation:28503
Mianus,,,Eversource,In Service,Substation,41.042949,-73.590291,Fairfield,Estimated,CT,or:electric_substation:28511
Hotel Road,115.0,115.0,Central Maine Power Co,In Service,Substation,44.06812,-70.266959,Androscoggin,Estimated,ME,or:electric_substation:28512
Tuttle Place,,,NOT AVAILABLE,In Service,Substation,42.162714,-76.816512,Chemung,Not Available,NY,or:electric_substation:28514
Dashville,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.821749,-74.049156,Ulster,Not Available,NY,or:electric_substation:28517
Unknown144125,,,NOT AVAILABLE,In Service,Substation,42.120701,-76.289637,Tioga,Not Available,NY,or:electric_substation:28530
Tap174351,,,NOT AVAILABLE,Not Available,Tap,41.751066,-70.632708,Plymouth,Not Available,MA,or:electric_substation:28533
Cayuta,,,NOT AVAILABLE,In Service,Substation,42.286142,-76.702688,Schuyler,Not Available,NY,or:electric_substation:28547
Purina,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.222514,-77.002578,Cumberland,Not Available,PA,or:electric_substation:28553
Unknown144126,,,NOT AVAILABLE,In Service,Substation,43.097709,-76.303568,Onondaga,Not Available,NY,or:electric_substation:28562
Tinkertown,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.754782,-73.792838,Dutchess,Not Available,NY,or:electric_substation:28579
Tap145397,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.328415,-76.841733,Schuyler,Not Available,NY,or:electric_substation:28581
Copperst,69.0,230.0,NOT AVAILABLE,In Service,Substation,40.295608,-76.74174,Dauphin,Not Available,PA,or:electric_substation:28585
Hinsdale Tap,,,NOT AVAILABLE,In Service,Substation,43.052558,-76.269344,Onondaga,Not Available,NY,or:electric_substation:28599
Westlanc,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.021802,-76.375836,Lancaster,Openinfra,PA,or:electric_substation:28621
Unknown170908,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.033857,-76.481584,Lancaster,Not Available,PA,or:electric_substation:2863
Unknown145399,,,NOT AVAILABLE,In Service,Substation,42.384833,-76.857875,Schuyler,Not Available,NY,or:electric_substation:28630
Newton,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,41.055727,-74.740353,Sussex,Estimated,NJ,or:electric_substation:28631
Unknown144128,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.05257,-76.270733,Onondaga,Not Available,NY,or:electric_substation:28633
Van Wagner,,,NOT AVAILABLE,In Service,Substation,41.732178,-73.862503,Dutchess,Not Available,NY,or:electric_substation:28647
Grover,230.0,230.0,First Energy,In Service,Substation,41.615507,-76.844363,Bradford,Estimated,PA,or:electric_substation:28652
Longpond,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.100916,-75.4085,Monroe,Estimated,PA,or:electric_substation:28655
Unknown145400,,,NOT AVAILABLE,In Service,Substation,42.386481,-76.854248,Schuyler,Not Available,NY,or:electric_substation:28658
Kenilworth,14.0,69.0,Public Service Elec & Gas Co,Not Available,Substation,40.676731,-74.282367,Union,Openinfra,NJ,or:electric_substation:28663
Hinsdale,,,NOT AVAILABLE,In Service,Substation,43.04623,-76.267214,Onondaga,Not Available,NY,or:electric_substation:28668
Tap145401,,,NOT AVAILABLE,In Service,Tap,42.386493,-76.854189,Schuyler,Not Available,NY,or:electric_substation:28685
Montour Station,230.0,230.0,PPL Electric Utilities Corp,In Service,Substation,41.07263,-76.663843,Montour,Estimated,PA,or:electric_substation:28694
Tap144130,34.0,34.0,NOT AVAILABLE,In Service,Tap,42.956904,-76.350938,Onondaga,Not Available,NY,or:electric_substation:28703
Burdett,,,NOT AVAILABLE,In Service,Substation,42.427169,-76.86488,Schuyler,Not Available,NY,or:electric_substation:28713
Wwharton,115.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.906805,-74.596961,Morris,Estimated,NJ,or:electric_substation:28714
Kce Ny 8a,69.0,69.0,NOT AVAILABLE,In Service,Tap,42.222024,-73.980301,Greene,Not Available,NY,or:electric_substation:28717
Lycoming,230.0,230.0,PPL Electric Utilities Corp,In Service,Substation,41.221644,-77.017433,Lycoming,Estimated,PA,or:electric_substation:28728
Jermyn,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.514365,-75.546807,Lackawanna,Estimated,PA,or:electric_substation:28732
Elbridge,,,NOT AVAILABLE,In Service,Substation,42.95107,-76.352539,Onondaga,Not Available,NY,or:electric_substation:28737
Unknown175900,,,NOT AVAILABLE,Not Available,Substation,42.91032,-78.875663,Erie,Not Available,NY,or:electric_substation:28738
Valois,,,NOT AVAILABLE,In Service,Substation,42.541878,-76.874267,Schuyler,Not Available,NY,or:electric_substation:28741
Harris Road,,,NOT AVAILABLE,In Service,Substation,42.906118,-76.31701,Onondaga,Not Available,NY,or:electric_substation:28764
Interblaken,,,NOT AVAILABLE,In Service,Substation,42.619263,-76.720461,Seneca,Not Available,NY,or:electric_substation:28768
CEMENTS,69.0,69.0,NOT AVAILABLE,In Service,Tap,42.14418,-73.928499,Greene,Not Available,NY,or:electric_substation:28778
Allendal,138.0,138.0,Orange and Rockland Utilities,In Service,Substation,41.042885,-74.135435,Bergen,Estimated,NJ,or:electric_substation:28782
Unknown144133,,,NOT AVAILABLE,In Service,Substation,42.83255,-76.286359,Onondaga,Not Available,NY,or:electric_substation:28792
Elk Mountain,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.704274,-75.517257,Susquehanna,Estimated,PA,or:electric_substation:28800
Elimsport,230.0,230.0,PPL Electric Utilities Corp,In Service,Substation,41.168618,-76.991951,Lycoming,Estimated,PA,or:electric_substation:28804
Henry Street Station,,,NOT AVAILABLE,Not Available,Substation,43.306076,-73.645291,Warren,Not Available,NY,or:electric_substation:28807
American Home Products,34.0,34.0,NOT AVAILABLE,In Service,Tap,43.042409,-76.306899,Onondaga,Not Available,NY,or:electric_substation:28819
Tap135690,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.208694,-73.79482,Columbia,Not Available,NY,or:electric_substation:28833
Camillus,34.0,34.0,National Grid,In Service,Substation,43.042551,-76.30313,Onondaga,Openinfra,NY,or:electric_substation:28841
Hunter,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.772068,-76.732015,Northumberland,Estimated,PA,or:electric_substation:28842
Montvale,69.0,69.0,Orange and Rockland Utilities,In Service,Substation,41.050073,-74.026014,Bergen,Estimated,NJ,or:electric_substation:28857
Unknown144136,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.041363,-76.295051,Onondaga,Not Available,NY,or:electric_substation:28866
Tap135691,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.098711,-73.778919,Columbia,Not Available,NY,or:electric_substation:28879
Tap144137,34.0,34.0,NOT AVAILABLE,In Service,Tap,43.116602,-76.270507,Onondaga,Not Available,NY,or:electric_substation:28885
Landisville,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.099698,-76.416905,Lancaster,Not Available,PA,or:electric_substation:2891
